0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13931972789115646,0.017578125,0.02783203125,0.03662109375,0.04248046875,0.0458984375,0.03564453125,0.02685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009452989907003939,0.00051465118303895,0.00015373932546935976,0.00020516324730124325,0.00024088284408207983,0.0006500254385173321,0.0018425490707159042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.6612958217593,1301.628205449992,1078.8857272113034,1123.4655755836986,1132.4130542803116,1257.8381150455696,1609.0797179791173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0263671875,1044.3603515625,839.794921875,829.0283203125,829.0283203125,1076.66015625,1141.259765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13931972789115646,0.041015625,0.06103515625,0.08447265625,0.0927734375,0.1005859375,0.08056640625,0.05712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018207571702077985,0.0012710759183391929,0.0009010476642288268,0.0010631897021085024,0.0008865089039318264,0.001384988077916205,0.003147456794977188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.418207818298,1482.4827803416729,1575.5237809100067,1553.2449750127523,1500.9724025957328,1556.681946514806,1661.2887614003441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.7890625,1798.0224609375,2142.5537109375,2131.787109375,2002.587890625,2357.8857421875,2573.2177734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13931972789115646,0.02587890625,0.03564453125,0.0458984375,0.04052734375,0.03564453125,0.02587890625,0.01513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003361103590577841,0.0024469613563269377,0.0015808602329343557,0.0028035612776875496,0.002378544770181179,0.0025296728126704693,0.002490017097443342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.9015197769506,1636.1221053851457,1782.6082263710375,1836.73903093185,1773.919750380389,1872.1986199843227,1898.6216245120022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.2197265625,2185.6201171875,2013.3544921875,2077.9541015625,1679.58984375,1711.8896484375,1475.0244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23219954648526078,0.02490234375,0.03759765625,0.04736328125,0.04541015625,0.04638671875,0.0458984375,0.04833984375,0.04638671875,0.0458984375,0.03369140625,0.021484375,0.0,0.0,0.0,0.006804408505558968,0.0019929499831050634,0.00012320384848862886,0.00012710629380308092,0.00011166161857545376,3.97692019760143e-05,1.8053766325465403e-05,2.5515080778859556e-05,5.843214603373781e-05,0.0009212323348037899,0.0051963962614536285,0.0,0.0,0.0,2267.794300898661,1900.038017243277,1112.7216726641857,1115.6477221046575,1083.6424572318158,991.0899901940281,960.0254034715758,1169.4271448017444,1421.6826216059208,1945.756506623368,2248.8460514798976,0.0,0.0,0.0,2185.6201171875,1388.8916015625,872.0947265625,839.794921875,829.0283203125,818.26171875,559.86328125,559.86328125,559.86328125,785.9619140625,1711.8896484375,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23219954648526078,0.02490234375,0.03759765625,0.04736328125,0.04541015625,0.04638671875,0.0458984375,0.04833984375,0.04638671875,0.0458984375,0.03369140625,0.021484375,0.0,0.0,0.0,0.006804408505558968,0.0019929499831050634,0.00012320384848862886,0.00012710629380308092,0.00011166161857545376,3.97692019760143e-05,1.8053766325465403e-05,2.5515080778859556e-05,5.843214603373781e-05,0.0009212323348037899,0.0051963962614536285,0.0,0.0,0.0,2267.794300898661,1900.038017243277,1112.7216726641857,1115.6477221046575,1083.6424572318158,991.0899901940281,960.0254034715758,1169.4271448017444,1421.6826216059208,1945.756506623368,2248.8460514798976,0.0,0.0,0.0,2185.6201171875,1388.8916015625,872.0947265625,839.794921875,829.0283203125,818.26171875,559.86328125,559.86328125,559.86328125,785.9619140625,1711.8896484375,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23219954648526078,0.02001953125,0.02783203125,0.0380859375,0.0390625,0.04248046875,0.04736328125,0.04931640625,0.0498046875,0.0498046875,0.037109375,0.02490234375,0.0,0.0,0.0,0.0007233815267682076,0.0002967442851513624,3.147105599055067e-05,3.136974191875197e-05,2.424585363769438e-05,9.117851732298732e-06,4.4577009248314425e-06,3.72492922906531e-06,3.599783667596057e-06,1.7100319382734597e-05,0.0001037920155795291,0.0,0.0,0.0,1516.78314954359,1316.3401002021228,866.367376487724,869.3665835896746,820.6971575309011,733.7011269486019,667.717119523576,676.9737594962713,724.3505682602823,811.3273904524776,941.8985991708414,0.0,0.0,0.0,807.4951171875,732.12890625,549.0966796875,559.86328125,559.86328125,559.86328125,559.86328125,559.86328125,559.86328125,559.86328125,624.462890625,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13931972789115646,0.02099609375,0.0322265625,0.0400390625,0.0380859375,0.037109375,0.02587890625,0.01806640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011563844745978713,0.0006768839084543288,0.00016820573364384472,0.0003919965820387006,0.0004494732420425862,0.0008173240930773318,0.0014458346413448453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.3340777261058,1529.1666849268402,1130.748339284322,1210.052678197232,1244.4106947269452,1342.118226895204,1595.7593169860602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.1591796875,1022.8271484375,829.0283203125,839.794921875,850.5615234375,1044.3603515625,1076.66015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16253968253968254,0.0302734375,0.04736328125,0.06884765625,0.0673828125,0.07080078125,0.06640625,0.044921875,0.02880859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0026173896621912718,0.0025555086322128773,0.0023801280185580254,0.002638327656313777,0.002777845598757267,0.002345288870856166,0.0028037235606461763,0.005981722380965948,0.0,0.0,0.0,0.0,0.0,0.0,1366.7987596831701,1364.8376470025214,1437.075022154987,1441.8625868203633,1443.3007222889225,1473.6742917563176,1608.236118862291,1934.2629512614633,0.0,0.0,0.0,0.0,0.0,0.0,1905.6884765625,1873.388671875,1819.5556640625,1937.98828125,1991.8212890625,2013.3544921875,1970.2880859375,2088.720703125,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16253968253968254,0.0126953125,0.0205078125,0.02783203125,0.029296875,0.03173828125,0.0322265625,0.02490234375,0.0166015625,0.0,0.0,0.0,0.0,0.0,0.0,0.00083491625264287,0.000612511474173516,0.000348832574672997,0.00045490465709008276,0.0005319484625943005,0.0007327638450078666,0.001275035785511136,0.0036186990328133106,0.0,0.0,0.0,0.0,0.0,0.0,1543.8857993429974,1454.5462953387619,1281.3337114877413,1366.3975673682055,1405.8058939440532,1532.402156378763,1742.0105771850972,2013.5991678666858,0.0,0.0,0.0,0.0,0.0,0.0,893.6279296875,850.5615234375,839.794921875,893.6279296875,925.927734375,936.6943359375,958.2275390625,1335.05859375,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984580498866213,0.01904296875,0.02490234375,0.03076171875,0.02392578125,0.02392578125,0.0234375,0.0244140625,0.02392578125,0.02392578125,0.0244140625,0.02392578125,0.0244140625,0.0244140625,0.0244140625,0.00032762615592218935,8.356210310012102e-05,7.139569788705558e-06,2.7242324449616717e-06,1.9472081476124004e-06,2.0335064618848264e-06,2.5147589894913835e-06,3.3226974665012676e-06,3.4052984574373113e-06,4.033891400467837e-06,4.56544285043492e-06,4.121239271626109e-06,2.9447289762174478e-06,2.21371396946779e-06,1393.8393691348422,1149.990109233138,732.3974866421346,608.6976313831265,564.9849978724899,565.7497769434183,600.8181834006231,663.566630425194,692.8287419981656,746.3477202343043,798.2315707379,815.1284362333886,779.1854023279407,746.6347045440066,1065.8935546875,785.9619140625,355.2978515625,322.998046875,322.998046875,322.998046875,322.998046875,322.998046875,322.998046875,322.998046875,322.998046875,322.998046875,279.931640625,279.931640625
